"run_ID"	"omni_ns_pvalue"	"omni_ns_stdpvalue"	"omni_is_pvalue"	"omni_is_stdpvalue"	"omni_ls_pvalue"	"omni_ls_stdpvalue"	"link_ns_pvalue"	"link_ns_stdpvalue"	"link_is_pvalue"	"link_is_stdpvalue"	"link_ls_pvalue"	"link_ls_stdpvalue"	"form_ns_pvalue"	"form_ns_stdpvalue"	"form_is_pvalue"	"form_is_stdpvalue"	"form_ls_pvalue"	"form_ls_stdpvalue"
9	0.196	0.078	0.196	0.078	0.124	0.098	0.152	0.032	0.152	0.032	0.096	0.034	0.164	0.02	0.164	0.02	0.104	0.028
12	0.306	0.036	0.306	0.036	0.344	0.064	0.188	0.012	0.188	0.012	0.21	0.016	0.212	0.008	0.212	0.008	0.246	0.016
11	0.42	0.04	0.42	0.04	0.308	0.032	0.324	0.014	0.324	0.014	0.272	0.02	0.346	0.004	0.346	0.004	0.302	0.014
19	0.432	0.254	0.432	0.254	0.454	0.222	0.502	0.24	0.502	0.24	0.662	0.226	0.134	0.126	0.134	0.126	0.07	0.08
10	0.336	0.128	0.336	0.128	0.172	0.07	0.182	0.042	0.182	0.042	0.102	0.026	0.032	0.002	0.032	0.002	0.062	0.014
24	0.624	0.386	0.624	0.386	0.616	0.296	0.746	0.24	0.746	0.24	0.778	0.222	0.35	0.08	0.35	0.08	0.338	0.116
1	0.364	0.026	0.364	0.026	0.304	0.028	0.234	0.012	0.234	0.012	0.192	0.008	0.248	0.004	0.248	0.004	0.232	0.006
23	0.452	0.096	0.452	0.096	0.382	0.046	0.256	0.042	0.256	0.042	0.232	0.014	0.29	0.148	0.29	0.148	0.242	0.144
59	0.046	0.002	0.046	0.002	0.04	0	0.074	0.018	0.074	0.018	0.056	0.016	0.078	0.006	0.078	0.006	0.058	0.008
46	0.376	0.044	0.376	0.044	0.276	0.022	0.246	0.01	0.246	0.01	0.182	0.008	0.252	0.008	0.252	0.008	0.194	0.002
45	0.042	0	0.042	0	0.022	0.002	0.02	0	0.02	0	0.006	0.002	0.02	0	0.02	0	0.006	0
64	0.256	0.102	0.256	0.102	0.276	0.048	0.16	0.028	0.16	0.028	0.206	0.022	0.068	0.002	0.068	0.002	0.074	0
57	0.266	0.09	0.266	0.09	0.156	0.078	0.194	0.03	0.194	0.03	0.134	0.024	0.214	0.018	0.214	0.018	0.15	0.018
60	0.296	0.08	0.296	0.08	0.474	0.164	0.172	0.026	0.172	0.026	0.326	0.064	0.302	0.016	0.302	0.016	0.39	0.012
