"run_ID"	"omni_ns_pvalue"	"omni_ns_stdpvalue"	"omni_is_pvalue"	"omni_is_stdpvalue"	"omni_ls_pvalue"	"omni_ls_stdpvalue"	"link_ns_pvalue"	"link_ns_stdpvalue"	"link_is_pvalue"	"link_is_stdpvalue"	"link_ls_pvalue"	"link_ls_stdpvalue"	"form_ns_pvalue"	"form_ns_stdpvalue"	"form_is_pvalue"	"form_is_stdpvalue"	"form_ls_pvalue"	"form_ls_stdpvalue"
1	0.894	0.742	0.894	0.742	0.902	0.674	0.892	0.418	0.892	0.418	0.908	0.362	0.9	0.636	0.9	0.636	0.91	0.62
23	0.712	0.87	0.712	0.87	0.79	0.828	0.468	0.694	0.468	0.694	0.574	0.824	0.526	0.292	0.526	0.292	0.654	0.294
59	0.352	0.258	0.352	0.258	0.302	0.312	0.198	0.118	0.198	0.118	0.156	0.15	0.14	0.052	0.14	0.052	0.13	0.052
45	0.16	0.038	0.16	0.038	0.146	0.038	0.096	0.024	0.096	0.024	0.086	0.024	0.104	0.014	0.104	0.014	0.092	0.018
46	0.682	0.23	0.682	0.23	0.672	0.206	0.48	0.092	0.48	0.092	0.472	0.098	0.522	0.078	0.522	0.078	0.494	0.096
64	0.61	0.226	0.61	0.226	0.584	0.19	0.4	0.112	0.4	0.112	0.376	0.084	0.122	0.03	0.122	0.03	0.076	0.042
57	0.376	0.236	0.376	0.236	0.13	0.056	0.292	0.096	0.292	0.096	0.096	0.028	0.372	0.096	0.372	0.096	0.116	0.028
60	0.648	0.27	0.648	0.27	0.624	0.292	0.436	0.084	0.436	0.084	0.406	0.102	0.492	0.102	0.492	0.102	0.41	0.18
67	0.942	0.744	0.942	0.744	0.866	0.698	0.782	0.706	0.782	0.706	0.6	0.62	0.592	0.508	0.592	0.508	0.476	0.63
44	0.53	0.386	0.53	0.386	0.542	0.322	0.338	0.19	0.338	0.19	0.34	0.13	0.39	0.184	0.39	0.184	0.368	0.156
51	0.692	0.292	0.692	0.292	0.67	0.36	0.462	0.152	0.462	0.152	0.44	0.176	0.204	0.076	0.204	0.076	0.19	0.06
43	0.928	0.524	0.928	0.524	0.746	0.612	0.806	0.244	0.806	0.244	0.726	0.274	0.822	0.464	0.822	0.464	0.844	0.498
41	0.796	0.886	0.796	0.886	0.85	0.86	0.974	0.718	0.974	0.718	0.976	0.744	0.534	0.134	0.534	0.134	0.52	0.106
52	0.066	0.024	0.066	0.024	0.08	0.042	0.046	0.008	0.046	0.008	0.054	0.016	0.054	0.004	0.054	0.004	0.052	0.022
42	0.722	0.6	0.722	0.6	0.69	0.558	0.756	0.418	0.756	0.418	0.716	0.466	0.478	0.132	0.478	0.132	0.518	0.154
61	0.302	0.286	0.302	0.286	0.324	0.148	0.19	0.128	0.19	0.128	0.2	0.064	0.2	0.132	0.2	0.132	0.2	0.06
47	0.264	0.09	0.264	0.09	0.22	0.074	0.164	0.048	0.164	0.048	0.132	0.03	0.202	0.034	0.202	0.034	0.186	0.032
62	0.44	0.166	0.44	0.166	0.404	0.162	0.262	0.2	0.262	0.2	0.234	0.2	0.038	0.008	0.038	0.008	0.028	0.03
63	0.578	0.472	0.578	0.472	0.522	0.368	0.374	0.258	0.374	0.258	0.318	0.182	0.404	0.222	0.404	0.222	0.366	0.15
66	0.51	0.302	0.51	0.302	0.592	0.438	0.296	0.146	0.296	0.146	0.366	0.21	0.074	0.024	0.074	0.024	0.052	0.012
65	0.524	0.252	0.524	0.252	0.69	0.378	0.334	0.1	0.334	0.1	0.42	0.16	0.382	0.084	0.382	0.084	0.484	0.144
40	0.62	0.542	0.62	0.542	0.576	0.488	0.4	0.294	0.4	0.294	0.346	0.268	0.152	0.024	0.152	0.024	0.14	0.036
58	0.528	0.24	0.528	0.24	0.404	0.18	0.32	0.08	0.32	0.08	0.25	0.07	0.348	0.072	0.348	0.072	0.276	0.076
48	0.272	0.154	0.272	0.154	0.13	0.048	0.44	0.118	0.44	0.118	0.24	0.072	0.492	0.11	0.492	0.11	0.276	0.078
49	0.186	0.162	0.186	0.162	0.12	0.13	0.252	0.084	0.252	0.084	0.238	0.072	0.156	0.016	0.156	0.016	0.138	0.026
50	0.242	0.084	0.242	0.084	0.302	0.112	0.146	0.058	0.146	0.058	0.194	0.056	0.074	0.016	0.074	0.016	0.076	0.02
55	0.29	0.658	0.29	0.658	0.338	0.7	0.17	0.362	0.17	0.362	0.182	0.424	0.242	0.346	0.242	0.346	0.224	0.29
56	0.596	0.29	0.596	0.29	0.536	0.25	0.402	0.144	0.402	0.144	0.354	0.126	0.354	0.112	0.354	0.112	0.36	0.114
68	0.732	0.204	0.732	0.204	0.708	0.224	0.482	0.106	0.482	0.106	0.52	0.082	0.44	0.082	0.44	0.082	0.26	0.098
53	0.096	0.064	0.096	0.064	0.05	0.04	0.052	0.026	0.052	0.026	0.03	0.006	0.054	0.036	0.054	0.036	0.032	0.006
77	0.594	0.342	0.594	0.342	0.408	0.344	0.424	0.182	0.424	0.182	0.29	0.196	0.34	0.216	0.34	0.216	0.25	0.134
76	0.38	0.05	0.38	0.05	0.218	0.038	0.258	0.01	0.258	0.01	0.128	0.014	0.284	0.016	0.284	0.016	0.158	0.016
54	0.424	0.122	0.424	0.122	0.342	0.108	0.272	0.072	0.272	0.072	0.19	0.05	0.11	0.038	0.11	0.038	0.126	0.034
72	0.644	0.318	0.644	0.318	0.6	0.37	0.63	0.284	0.63	0.284	0.596	0.348	0.532	0.12	0.532	0.12	0.54	0.102
73	0.396	0.216	0.396	0.216	0.306	0.132	0.26	0.1	0.26	0.1	0.176	0.06	0.274	0.084	0.274	0.084	0.208	0.056
78	0.474	0.412	0.474	0.412	0.21	0.214	0.316	0.232	0.316	0.232	0.136	0.176	0.33	0.216	0.33	0.216	0.146	0.168
71	0.536	0.458	0.536	0.458	0.418	0.394	0.428	0.188	0.428	0.188	0.336	0.2	0.44	0.188	0.44	0.188	0.354	0.19
70	0.756	0.376	0.756	0.376	0.684	0.31	0.528	0.18	0.528	0.18	0.48	0.17	0.56	0.168	0.56	0.168	0.494	0.152
75	0.946	0.658	0.946	0.658	0.962	0.486	0.818	0.33	0.818	0.33	0.83	0.25	0.598	0.356	0.598	0.356	0.618	0.292
74	0.256	0.46	0.256	0.46	0.244	0.366	0.174	0.338	0.174	0.338	0.164	0.332	0.1	0.046	0.1	0.046	0.074	0.026
69	0.468	0.15	0.468	0.15	0.406	0.152	0.3	0.056	0.3	0.056	0.246	0.072	0.282	0.04	0.282	0.04	0.25	0.07
86	0.208	0.06	0.208	0.06	0.384	0.08	0.166	0.05	0.166	0.05	0.224	0.054	0.064	0.03	0.064	0.03	0.012	0.004
95	0.832	0.628	0.832	0.628	0.752	0.228	0.852	0.306	0.852	0.306	0.856	0.348	0.938	0.28	0.938	0.28	0.94	0.32
85	0.404	0.196	0.404	0.196	0.248	0.164	0.26	0.086	0.26	0.086	0.158	0.084	0.162	0.07	0.162	0.07	0.076	0.064
91	0.404	0.186	0.404	0.186	0.338	0.182	0.25	0.08	0.25	0.08	0.172	0.078	0.254	0.078	0.254	0.078	0.18	0.068
84	0.242	0.23	0.242	0.23	0.348	0.394	0.146	0.102	0.146	0.102	0.198	0.2	0.142	0.106	0.142	0.106	0.168	0.102
92	0.216	0.302	0.216	0.302	0.122	0.188	0.138	0.174	0.138	0.174	0.068	0.112	0.146	0.046	0.146	0.046	0.074	0.076
83	0.518	0.072	0.518	0.072	0.484	0.126	0.342	0.034	0.342	0.034	0.402	0.056	0.516	0.188	0.516	0.188	0.436	0.134
81	0.32	0.17	0.32	0.17	0.17	0.11	0.316	0.206	0.316	0.206	0.196	0.092	0.34	0.21	0.34	0.21	0.208	0.094
87	0.872	0.254	0.872	0.254	0.9	0.37	0.676	0.13	0.676	0.13	0.678	0.168	0.55	0.154	0.55	0.154	0.512	0.118
82	0.702	0.246	0.702	0.246	0.428	0.226	0.488	0.09	0.488	0.09	0.37	0.088	0.512	0.07	0.512	0.07	0.39	0.074
80	0.558	0.586	0.558	0.586	0.566	0.642	0.366	0.228	0.366	0.228	0.36	0.284	0.394	0.234	0.394	0.234	0.41	0.294
79	0.606	0.426	0.606	0.426	0.652	0.42	0.44	0.188	0.44	0.188	0.434	0.212	0.256	0.134	0.256	0.134	0.258	0.138
89	0.572	0.268	0.572	0.268	0.588	0.268	0.354	0.124	0.354	0.124	0.372	0.114	0.418	0.138	0.418	0.138	0.422	0.11
90	0.444	0.314	0.444	0.314	0.224	0.172	0.364	0.126	0.364	0.126	0.122	0.08	0.434	0.14	0.434	0.14	0.146	0.068
88	0.658	0.592	0.658	0.592	0.438	0.616	0.628	0.318	0.628	0.318	0.632	0.31	0.7	0.312	0.7	0.312	0.638	0.338
93	0.908	0.466	0.908	0.466	0.842	0.448	0.664	0.206	0.664	0.206	0.578	0.208	0.766	0.2	0.766	0.2	0.666	0.212
94	0.238	0.682	0.238	0.682	0.326	0.69	0.106	0.328	0.106	0.328	0.148	0.406	0.206	0.342	0.206	0.342	0.266	0.358
96	0.16	0.098	0.16	0.098	0.124	0.088	0.09	0.046	0.09	0.046	0.084	0.046	0.332	0.096	0.332	0.096	0.16	0.192
98	0.444	0.238	0.444	0.238	0.334	0.36	0.294	0.104	0.294	0.104	0.374	0.198	0.418	0.074	0.418	0.074	0.434	0.128
97	0.822	0.578	0.822	0.578	0.63	0.37	0.73	0.314	0.73	0.314	0.51	0.144	0.782	0.304	0.782	0.304	0.606	0.144
105	0.414	0.318	0.414	0.318	0.188	0.228	0.374	0.158	0.374	0.158	0.56	0.38	0.406	0.118	0.406	0.118	0.304	0.224
99	0.3	0.214	0.3	0.214	0.326	0.346	0.146	0.092	0.146	0.092	0.188	0.14	0.172	0.06	0.172	0.06	0.214	0.082
102	0.846	0.454	0.846	0.454	0.878	0.5	0.594	0.258	0.594	0.258	0.626	0.344	0.126	0.032	0.126	0.032	0.122	0.074
100	0.432	0.152	0.432	0.152	0.42	0.116	0.256	0.068	0.256	0.068	0.25	0.042	0.288	0.062	0.288	0.062	0.272	0.05
101	0.866	0.658	0.866	0.658	0.79	0.736	0.838	0.322	0.838	0.322	0.574	0.402	0.42	0.172	0.42	0.172	0.344	0.126
103	0.282	0.132	0.282	0.132	0.254	0.1	0.15	0.07	0.15	0.07	0.146	0.042	0.192	0.064	0.192	0.064	0.172	0.052
104	0.66	0.53	0.66	0.53	0.782	0.612	0.424	0.262	0.424	0.262	0.534	0.354	0.456	0.252	0.456	0.252	0.378	0.2
106	0.696	0.222	0.696	0.222	0.692	0.216	0.448	0.108	0.448	0.108	0.45	0.094	0.506	0.104	0.506	0.104	0.504	0.09
108	0.58	0.594	0.58	0.594	0.39	0.624	0.376	0.466	0.376	0.466	0.256	0.406	0.392	0.484	0.392	0.484	0.258	0.408
107	0.772	0.484	0.772	0.484	0.618	0.604	0.626	0.452	0.626	0.452	0.514	0.49	0.442	0.484	0.442	0.484	0.318	0.34
115	0.398	0.698	0.398	0.698	0.556	0.636	0.328	0.648	0.328	0.648	0.408	0.516	0.388	0.612	0.388	0.612	0.496	0.474
111	0.186	0.086	0.186	0.086	0.15	0.104	0.108	0.07	0.108	0.07	0.124	0.07	0.118	0.044	0.118	0.044	0.088	0.036
112	0.316	0.06	0.316	0.06	0.276	0.088	0.172	0.048	0.172	0.048	0.148	0.052	0.26	0.026	0.26	0.026	0.212	0.038
116	0.514	0.12	0.514	0.12	0.542	0.146	0.322	0.07	0.322	0.07	0.326	0.084	0.182	0.062	0.182	0.062	0.142	0.064
110	0.712	0.356	0.712	0.356	0.716	0.328	0.49	0.196	0.49	0.196	0.48	0.158	0.478	0.144	0.478	0.144	0.474	0.154
109	0.294	0.17	0.294	0.17	0.224	0.134	0.198	0.098	0.198	0.098	0.122	0.062	0.214	0.076	0.214	0.076	0.136	0.04
117	0.4	0.392	0.4	0.392	0.284	0.274	0.752	0.232	0.752	0.232	0.562	0.286	0.222	0.038	0.222	0.038	0.212	0.032
