"run_ID"	"omni_ns_pvalue"	"omni_ns_stdpvalue"	"omni_is_pvalue"	"omni_is_stdpvalue"	"omni_ls_pvalue"	"omni_ls_stdpvalue"	"link_ns_pvalue"	"link_ns_stdpvalue"	"link_is_pvalue"	"link_is_stdpvalue"	"link_ls_pvalue"	"link_ls_stdpvalue"	"form_ns_pvalue"	"form_ns_stdpvalue"	"form_is_pvalue"	"form_is_stdpvalue"	"form_ls_pvalue"	"form_ls_stdpvalue"
24	0.098	0.042	0.098	0.042	0.066	0.036	0.056	0.068	0.056	0.068	0.038	0.058	0.068	0.002	0.068	0.002	0.034	0.002
1	0.194	0.042	0.194	0.042	0.086	0.022	0.1	0.018	0.1	0.018	0.06	0.016	0.118	0.024	0.118	0.024	0.064	0.016
23	0.05	0	0.05	0	0.052	0.008	0.032	0.012	0.032	0.012	0.04	0.024	0.046	0.006	0.046	0.006	0.048	0.004
45	0.308	0.05	0.308	0.05	0.232	0.02	0.202	0.012	0.202	0.012	0.112	0.006	0.126	0.002	0.126	0.002	0.132	0.002
46	0.15	0.002	0.15	0.002	0.06	0.008	0.164	0	0.164	0	0.12	0.006	0.026	0	0.026	0	0.018	0
59	0.416	0.046	0.416	0.046	0.26	0.016	0.436	0.028	0.436	0.028	0.382	0.004	0.262	0.014	0.262	0.014	0.422	0.002
57	0.102	0.03	0.102	0.03	0.058	0.008	0.074	0.024	0.074	0.024	0.038	0.004	0.006	0	0.006	0	0.008	0.002
64	0.038	0.002	0.038	0.002	0.04	0.002	0.034	0	0.034	0	0.036	0.01	0.048	0	0.048	0	0.048	0.006
60	0.166	0.09	0.166	0.09	0.192	0.082	0.148	0.046	0.148	0.046	0.198	0.032	0.156	0.014	0.156	0.014	0.164	0.036
44	0.296	0.054	0.296	0.054	0.218	0.02	0.312	0.014	0.312	0.014	0.274	0.006	0.236	0.01	0.236	0.01	0.312	0.01
67	0.064	0.04	0.064	0.04	0.038	0.024	0.038	0.014	0.038	0.014	0.014	0.012	0.04	0.01	0.04	0.01	0.014	0.006
43	0.126	0.002	0.126	0.002	0.092	0.002	0.08	0.002	0.08	0.002	0.054	0.002	0.09	0.002	0.09	0.002	0.064	0.002
51	0.212	0.06	0.212	0.06	0.112	0.022	0.152	0.042	0.152	0.042	0.068	0.018	0.144	0.012	0.144	0.012	0.072	0.01
41	0.138	0.048	0.138	0.048	0.108	0.028	0.092	0.038	0.092	0.038	0.056	0.028	0.1	0.018	0.1	0.018	0.06	0.012
42	0.204	0.022	0.204	0.022	0.172	0.014	0.204	0.014	0.204	0.014	0.164	0.014	0.082	0.004	0.082	0.004	0.084	0.004
52	0.216	0.008	0.216	0.008	0.096	0	0.234	0.002	0.234	0.002	0.112	0	0.246	0.002	0.246	0.002	0.13	0
61	0.26	0.04	0.26	0.04	0.254	0.038	0.222	0.072	0.222	0.072	0.222	0.048	0.248	0.012	0.248	0.012	0.258	0.02
62	0.272	0.034	0.272	0.034	0.302	0.062	0.176	0.012	0.176	0.012	0.18	0.02	0.118	0.006	0.118	0.006	0.128	0.01
47	0.24	0.074	0.24	0.074	0.23	0.042	0.21	0.058	0.21	0.058	0.178	0.064	0.192	0.018	0.192	0.018	0.206	0.038
66	0.066	0.01	0.066	0.01	0.094	0.006	0.068	0.008	0.068	0.008	0.1	0.004	0.042	0.002	0.042	0.002	0.038	0.002
65	0.134	0.016	0.134	0.016	0.138	0.008	0.082	0.002	0.082	0.002	0.102	0.004	0.09	0.004	0.09	0.004	0.11	0.006
63	0.216	0.114	0.216	0.114	0.226	0.18	0.154	0.056	0.154	0.056	0.204	0.12	0.03	0.002	0.03	0.002	0.012	0
40	0.116	0.01	0.116	0.01	0.088	0	0.056	0.01	0.056	0.01	0.048	0	0.024	0.002	0.024	0.002	0.016	0
48	0.076	0.004	0.076	0.004	0.058	0.008	0.046	0.004	0.046	0.004	0.04	0.004	0.046	0.004	0.046	0.004	0.046	0
49	0.15	0.008	0.15	0.008	0.1	0.036	0.072	0.006	0.072	0.006	0.058	0.024	0.038	0.004	0.038	0.004	0.026	0.008
50	0.074	0.068	0.074	0.068	0.068	0.084	0.048	0.026	0.048	0.026	0.034	0.044	0.052	0.016	0.052	0.016	0.036	0.024
58	0.164	0.112	0.164	0.112	0.152	0.16	0.08	0.036	0.08	0.036	0.088	0.058	0.094	0.03	0.094	0.03	0.106	0.058
55	0.318	0.174	0.318	0.174	0.386	0.14	0.478	0.086	0.478	0.086	0.464	0.056	0.256	0.024	0.256	0.024	0.15	0.032
56	0.16	0.038	0.16	0.038	0.204	0.042	0.128	0.02	0.128	0.02	0.138	0.02	0.038	0.01	0.038	0.01	0.032	0.01
68	0.284	0.022	0.284	0.022	0.35	0.022	0.17	0.006	0.17	0.006	0.194	0.006	0.058	0.004	0.058	0.004	0.042	0
53	0.264	0.074	0.264	0.074	0.326	0.058	0.19	0.028	0.19	0.028	0.236	0.022	0.212	0.036	0.212	0.036	0.166	0.014
77	0.074	0.01	0.074	0.01	0.07	0.016	0.038	0	0.038	0	0.038	0.016	0.046	0.008	0.046	0.008	0.042	0.006
76	0.092	0.014	0.092	0.014	0.054	0.006	0.076	0.026	0.076	0.026	0.05	0.022	0.016	0	0.016	0	0.032	0.004
73	0.114	0.008	0.114	0.008	0.062	0.004	0.086	0.006	0.086	0.006	0.042	0.002	0.1	0.004	0.1	0.004	0.048	0
72	0.432	0.006	0.432	0.006	0.41	0.02	0.252	0.004	0.252	0.004	0.23	0.01	0.162	0.002	0.162	0.002	0.15	0.006
